artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
ketia,https://www.wholefestival.com/lineup,"ketia they/them RAUM, Joyride, kaptcha and kwia\nketia is an up-to-no-good rave sweetheart with a keen ear for new and exciting music, alongside a curious, invested approach to community-building within the Lisbon, Berlin and worldwide club scene. Sonically they are enticed by syncopated drums and twisted rhythms, driven house with groove and breaks filled with emotion and nostalgia. marrying the RAVE energy of oldschool records with the freshness and excitement of the newest contemporary releases. ketia thrives on genre-bending electric and captivating mixing, connecting it all through vocal-infused journeys that allow for unique storytelling. Known for their infamous intimate invite-only kit ket events in Lisbon and one of the glitches behind the label and collective, kaptcha, that launched the xenolith series: a compilation type of release gathering funds for CASA T, a local shelter for trans folx. the debut of this series was recognized as DJ Mag’s top compilation of the year and Resident Advisor November’s Best Music. in Berlin, where they reside, they’re deep and sweetly entangled with the modern rituals happening at berlin's queer ambient listening bar kwia. ketia helps hold space for a different way of connecting through high fidelity sound and intimacy outside of the usual club dynamics. A resident at RAUM and Joyride, having made mixes for Honcho and DISCWOMAN, played Whole Festival, Atonal, Panorama Bar, Lente Kabinet and HORST, and a regular at queer parties and clubs around Europe and beyond like Basement, Lunchbox Candy, Group Therapy and UNFOLD on a never-ending tour, ketia feels very grounded and belonging in the worldwide club happenings.",https://soundcloud.com/ketia,https://soundcloud.com/ketia,https://www.instagram.com/ketia4ever/;https://soundcloud.com/ketia,https://soundcloud.com/ketia,4035,"glitch n resident at kit ket  _ @kaptchafail _ 

bookings and inquiries: tal@klsbookings.com
gigs:
~~~not updating anymore~~~
2022
28/01 New Metals, Nada Temple, Lisboa
03/02 kaptcha @ kwia  , Berlin
04/03 Berlin
26/02 Tragedy, Paris
18/03 kaptcha presents: Amphibian Intermission, Lisbon
30/04 Endurance, Copenhagen
20/05 Kaptcha x Durch, berlin
21/05 FDS, switzerland
28/05 Spielraum, Amsterdam
22/06 all night along, kwia, Berlin
23/07 Hoe Mies, Oxi, Berlin
30/07 Renate, Berlin
06/08 Pamela Pride, Waterkant, Amsterdam
19/08 ketia all night long @ kwia, berlin
27/08 Whole Festival, ferropolis
01/09 xenolith v2.0 release party, kwia, berlin
02/09 Hard Trade, dortmund
09/09 Draaimolen x T4T, tilburg
15/09 Club Cakes, nyc
17/09  Ariel's Party, chicago
23/09 TBA, nyc
24/09 Paragon, nyc 
07/10 SKIN + BODY, amsterdam

PAST

2021
11/07 Trans Rave, ???, Berlin
18/07 Potion, Berlin
30/07 XITb, Kyiv
10/09 HörSnobiety b2b x3butterfly, berlin
17/09 HARD TRADE, berlin
29/10 Trashera, berlin 
31/10 Hookers Ball, berlin
12/11 @kaptchafail at kwia, berlin
13/11 HOR RADIO - kaptcha x no shade, berlin
18/11 SZENTEK, St Andrews, Scottland
04/12 Arvi, Lisbon
17/12 Tragedy, Paris - RESCHEDULED
18/12 Endurance, Copenhagen - RESCHEDULED

2020
10/01 Frivole de Nuit at La Java, Paris
18/01 kit ket 012 BITCHDAY 2.0, Lisbon
25/01 BAD GIRLS CLUB at Kake, Berlin
01/02 Gobstomp x Shandy Party, Brisbane
08/02 LEFAG, Melbourne 
13/02  Honcho Disko, Melbourne
14/02 LeFag X Umami X Vape: Poly Date Night, Melbourne
16/02 Powertrip, Melbourne
20/02 Control, Sydney
28⁄02 Club_Captcha, Surcrose, Sydney
29/02 Heaps Gay, Sydney
04/04 aachen - rescheduled 
11/04 lisbon - rescheduled 
30/04 madrid - rescheduled
08/05 berlin - rescheduled
23/05 berlin - rescheduled
12/06 paris - rescheduled
04/07 copenhagen - rescheduled
28/08 FLOORGASM at Trauma Bar und Kino, Berlin
26/09 Nasenblunten, Krakow


2019 ///
31/12 ???????
28/12 Weerdos at Loophole _ Berlin
21/12_ Winter Ball at Trauma Bar_ berlin
06/12_ Lecken at untertage_ berlin
30/11_ kit ket 011 _ BITCH2BITCH _ lisbon
27/11_ Snatched at Music Box _ lisbon
23/11_ Mala Junta at Ved Siden Af _ copenhagen
21/11_ No Shade x Kit Ket at  Griessmuehle _ berlin
17/11_ NTS Radio _ London 
08/11_ HARD TRADE at OHM _berlin
18/10_ mina at Gare_ porto
25/10_ New World Dysorder _berlin
26/10_ Los ninos x mina at FFORMAT_ brussels
14/09_ CO : QUO w/ Clara Cuvé _ berlin
07/09_ HOMODROP at Dalston Superstore _ london
21/09_ kit ket 010: POWDER PUFF GIRLS_ lisbon
21/09_ Suspension at ZDB_ lisbon
30/08 Spring Breakers at Schwuz _ berlin
28/08 Berlin Atonal _ berlin
22/08 Purex _ Lisbon
26/07 CSD Reclaim: Room 4 Resistance x Lecken x mina_ berlin
17_06 Whole Festival _ Berlin
10_06 Kit Ket x Boiler Room: Hard Dance _ Lisbon
08_06 La Folie w/ @photonz _ Paris
17_05 Power Play at Private Location_ Berlin 
06_04_ kit ket 008_ Lisbon
22_03_ Gare + marum + DJ saliva _ Porto 
22_02_ mina #15 _ Lisbon
09_02_ kit ket 007 _ BITCHDAY _ at secret location _ Lisbon
31_01 _ Suspension pres. Mina x Holle at Diskotek Melancholie II _BERLIN_

2018 ///

31_12 Fully Automated Luxury of Oblivion at Maze_Berlin_
22_12 Kit Ket at secret location _Lisbon_
17_11 Mina x Boiler Room at secret location _Lisbon_
03_11 Kit Ket 005 at secret venue _Lisbon_
26_10 mina x SUSPENSION at Maze _Berlin_
20_10 Venganza at IPSE _Berlin_
21_09 Mina #13 at secret venue _ Lisbon_
20_09 Radio Quântica at Lux Frágil _Lisbon_
14_09 Kit Ket 004 at secret venue _Lisbon_
05_08 OBRA at Eka Palace _Lisbon_",https://i1.sndcdn.com/avatars-000575548389-8pvsks-large.jpg,house; ambient; breaks,ok,2026-07-11T09:17:17+00:00
KHLOE,https://www.wholefestival.com/lineup,"Hailing from Caracas, Venezuela, Khloe is redefining her journey through transness and queerness by pushing sonic boundaries. Blending deep, hypnotic techno with raptor house and many other genres, she crafts a sound that honors Latin culture. Now rooted in Berlin’s electronic scene, Khloe uses music as a vessel for love, visibility, and education, unifying the spectrum to create an inclusive and transformative atmosphere. Khloe began her journey as an artist in Venezuela, shaping her sound and identity along the way. Now based in Berlin, she has made a name for herself as a resident DJ at GEGEN Berlin, Queer Pool (Hamburg), and MEID (Amsterdam, Berlin). Her latest project, Tanga, is a vibrant space where she and her community blend groovy techno with house music, creating an inclusive platform that uplifts minorities and celebrates diversity on the dance floor.",https://soundcloud.com/khloe019?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/khloe019?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.instagram.com/khloelubo/;https://soundcloud.com/khloe019?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/khloe019,675,"Hailing from Caracas, Venezuela, Khloe is redefining her journey through transness and queerness by pushing sonic boundaries. 

Blending deep, hypnotic techno with raptor house and many other genres, she crafts a sound that honors Latin culture. 

Now rooted in Berlin’s electronic scene, Khloe uses music as a vessel for love, visibility, and education, unifying the spectrum to create an inclusive and transformative atmosphere.

Khloe began her journey as an artist in Venezuela, shaping her sound and identity along the way. 

Now based in Berlin, she has made a name for herself as a resident DJ at @gegenberlin and @Queer Pool (Hamburg)

Her latest project, @Tangaberlin, is a vibrant space where she and her community blend groovy techno with house music, creating an inclusive platform that uplifts minorities and celebrates diversity on the dance floor.


Bookings: Khloe.lubo@gmail.com
Ig: KhloeLubo",https://i1.sndcdn.com/avatars-gTLo6CesXZ4apQPL-3kAW4Q-large.jpg,techno; house; latin,ok,2026-07-11T09:17:17+00:00
Kim Ann Foxman,https://www.wholefestival.com/lineup,"Hawaii-born, San Francisco-seasoned, and NYC-based musician Kim Ann Foxman has always been a capital-R Raver. For the three decades since she started to go out, the label owner, singer, and queer-musical-icon has evolved herself as a solo artist releasing records via her Firehouse & self:timer labels and as a vocalist with her club hits (“Creature”) and as a singer on the first two Hercules & Love Affair LPs. Her latest solo release “We Are Rhythm” featuring remix by Spray, has been an absolute club hit. Whether she is performing at nightclubs (Berghain to Bassiani), or festivals (Honcho to Pitch Arts,), Kim’s time-tested rave anthems will always be in her DJ-bag. Photographer: Augusto Silva Alliegro",https://soundcloud.com/kimannfoxman,https://soundcloud.com/kimannfoxman,https://www.instagram.com/kimannfoxman;https://open.spotify.com/artist/5G9mybyLYAE00Mhd3tTVNS;https://soundcloud.com/kimannfoxman,https://soundcloud.com/kimannfoxman,76279,"Firehouse Recordings NYC // [SELF:TIMER] // Pleasure Planet 
Bookings:  jo@klsbookings.com
Americas & Canada:  ryan@liaisonartists.com",https://i1.sndcdn.com/avatars-CKrrujWdOevNv5DB-7AkvSg-large.jpg,,ok,2026-07-11T09:17:17+00:00
Kittin,https://www.wholefestival.com/lineup,"You may now address Miss Kittin by her original moniker: Kittin. For decades, Kittin has pioneered electroclash, that grimy, irreverent collision of new wave and ‘90s techno. Singles “1982” and “Frank Sinatra” with The Hacker cemented her as an international DJ, both tracks heralded as anthems for the underground electroclash scene. Kittin decides on her collaborations without any preconceived ideas, she follows her instinct and works with new upcoming DJs as well as iconic figures she has been friends with for many years. She writes and sings without any safety net and delivers powerful works such as “Forever Raver” by ANNA and Kittin released in 2019 and “Naboo\ Photographer: Katja Ruge",https://soundcloud.com/misskittin,https://soundcloud.com/misskittin,https://www.instagram.com/misskittinofficial/;https://open.spotify.com/artist/3QhNv79NoIvarU6N57GBzL;https://soundcloud.com/misskittin,https://soundcloud.com/misskittin,81016,,https://i1.sndcdn.com/avatars-000337039952-a2ropi-large.jpg,techno,ok,2026-07-11T09:17:17+00:00
KONTRONATURA,https://www.wholefestival.com/lineup,"Kontronatura’s sound is focused on percussive, hypnotic, and fast-paced beats such as Baile Funk, Kuduro, Bubbling, Dembow, Tribal Bass, Techno and Trance. His sonic research connects past and future by blending afro-diasporic rhythms with disruptive sounds from Latin America. It is driven by a deep commitment to the liberation of bodies and desires on the dancefloor, challenging linear narratives and invoking trance states through rhythm. As a resident of one of the biggest underground LGBTQ+ parties in Brazil (MAMBA NEGRA), Kontronatura has taken his sound across Brazil, Latin America, and Europe — performing at spaces like Goptun Festival, Novo Affair, Batekoo, ODD + Bassiani, Herrensauna, Tresor, RSO, Fusion Festival, Malajunta, International Chrome, Post Bar, Kosmos Festival, Universo Parallelo, Hiedrah, Desculonización, Metarave. In addition to that, his mixes aired on several notable platforms such as Boiler Room, Rinse France, NTS and others, being selected three times by Resident Advisor as mix of the day at 2021 , 2022 and 2025 he was selected again by Resident Advisor for a energetic B2B with Nick Léon at Carnaval Novo Affair in São Paulo, named \ In 2023, Kontronatura released his debut EP ORÍ via MAMBAREC — a sonic declaration of a personal quilombo. Across tracks like “IKU” and “BIYI,” he crafts an accelerated, jagged soundscape rooted in the pulse of the ghetto, conjuring future echoes, using sound as ritual, rupture, and refuge. ORÍ channels ancestry, exile, and rebirth through an uncompromising club lens. In 2025, he will release two more EPs in the second half of the year. In 2025, he began his residency at Oroko Radio in Accra, Ghana (quarterly) and Veneno Radio in São Paulo, Brazil (monthly). As a transmasculine artist, Achille (Kontronatura) understands that his body has political action in response to the lack of representation in the scene, in which trans bodies have little or no access. He takes back for himself the raw material of his existence as the greatest tool to position himself as an artist, being one representative of the transmasculine community in electronic music. Through his work, he is able to give back support to the trans community and open doors for it, actively participating in the Transmasculine Pride March in São Paulo and working on a project that provides free DJ training for trans men, transmasculine, and non-binary individuals.",https://soundcloud.com/kontronatura,https://soundcloud.com/kontronatura,https://www.instagram.com/kontronatura/;https://soundcloud.com/kontronatura,https://soundcloud.com/kontronatura,3262,"Open for bookings in Europe/UK
Nbaby boy from Brazil 🇧🇷🏳️‍⚧
@mamba_negra - São Paulo
1/2 @nommotracks

Promo and Info contato@kontronatura.xyz
Bookings fernanda@coral.ag",https://i1.sndcdn.com/avatars-EWqTmeDzpTZdBfcg-jpojzQ-large.jpg,techno; trance; bass; funk; baile funk; latin,ok,2026-07-11T09:17:17+00:00
KORGY,https://www.wholefestival.com/lineup,"Korgy is a Helsinki-based techno-trance phenomenon known for throwing the city’s most queued and gossip-stirring parties. With a strong focus on dancefloor energy and fun, it has grown into a community-driven movement that people travel afar to Helsinki to experience in the flesh. Korgy (est. 2021) has built its reputation on packed dancefloors, hedonistic aesthetics and a commitment to keeping the spirit playful. Throughout the years Korgy has hosted and shared lineups with artists like Patrick Mason, Narciss, Spikey Lee, Supergloss, Samantha Togni and Vinvar while collaborating with iconic queer collectives such as Gegen, PRNCPTL, Bedside, Boudica & Kinky Sundays at clubs like KitKatClub & RSO in Berlin, FOLD in London and Den Anden Side in Copenhagen. At the core of Korgy is supporting both local and international artists - established or newcomer, the vibe is what counts. Alongside it’s Helsinki-based residents, the collective also includes international forces such as Schacke and Cristian Marras. The essence of Korgy lies in creating a welcoming bubble of uninhibited self-expression. It’s a dreamlike space where people can embrace their glow without judgment, shed their inhibitions, and lose themselves in the collective energy of a likeminded crowd. Korgy has quickly captured the attention of the city’s nightlife and continues their pioneer work to shape the queer nightlife in Helsinki. In just a few years, it has established itself among the new wave of European club culture delivering euphoric, banging dance music and celebrating freedom, queerness, and a healthy dose of not taking themselves too seriously. Korgy is best understood the way it was meant to be experienced: in the flesh!",https://soundcloud.com/korgy_collective,https://soundcloud.com/korgy_collective,https://www.instagram.com/korgy.collective;https://soundcloud.com/korgy_collective,https://soundcloud.com/korgy_collective,73,"Korgy is a queer, tongue-in-cheek, techno-trance-phenomenon, known for throwing the most wanted and gossip-stewing parties in Helsinki. 

The essence of Korgy is their commitment to creating a welcoming bubble of uninhibited self-expression. Korgy offers a space where people can freely embrace their glow without judgment. Whether it's through outrageous outfits, wild dance moves, or eccentric performances, Korgy encourages attendees to let go of inhibitions and fully immerse themselves into the experience.",https://i1.sndcdn.com/avatars-uzIUm0ByesQekMY0-ceqyVA-large.jpg,techno; trance,ok,2026-07-11T09:17:17+00:00
KVKN,https://www.wholefestival.com/lineup,$49 Photographer: Dennis Silva,https://soundcloud.com/kvknn,https://soundcloud.com/kvknn,https://www.instagram.com/kvkn___/;https://www.tiktok.com/@kvkn___;https://soundcloud.com/kvknn,https://soundcloud.com/kvknn,194,"ECUADOR - FRANCE(Based)
El Semillero Founder
Techno - Trance",https://i1.sndcdn.com/avatars-BJJ5qWjAVrv4pAbV-cNeUdA-large.jpg,,ok,2026-07-11T09:17:17+00:00
LA BOUCHE,https://www.wholefestival.com/lineup,"Founded and self-managed in February 2022 by four artists - Mascare, Soa de Muse, Bili Bellegarde, and Grand Soir - La Bouche is a queer cabaret of multiple and complementary identities, born in a concrete basement in Paris.\nLa Bouche Cabaret positions itself as a joyful and living archive of collective histories, driven by the need, duty, and desire to transmit the memories of intersectional struggles and the rights of minorities.\nOn its stage, the artists sing and speak of yesterday and tomorrow, of lesbians, racism, queerness, social class, and systemic violence; but above all, of hope and love. From Monique Wittig to Céline Dion or Sexy Sushi, through Michel Berger and Malavoi, the performances are constantly renewed according to current events, tributes, and the individual inspirations of each artist; yet all remain connected by a shared essence: a sexy, punk, pop, sincere, poetic, and always political imagination.",,,https://www.instagram.com/labouche_cabaret/;https://www.la-bouche-cabaret.com/,,,,,pop,no_soundcloud_link,2026-07-11T09:17:17+00:00
La Noche,https://www.wholefestival.com/lineup,"An ongoing homage to the trio's shared obsession for the warm nostalgia and groove of queer nightlife. This single thread carries through the event series' intentionality with sound, aesthetics and community values - always in the name of joy and reinstating a sense of intimacy within Berlin's vast club scene. Byron first teamed up with S- candalo as residents for his Radiant Love party series, with the duo's classicly camp and euphoric sound levelling his signature prog, trance and hard-house style. La Noche marks a true collaboration of the three's distinct vibes, creating a space that actualises the elative state their sets collectively induce.",,,https://www.instagram.com/lanoche.party/,,,,,house; trance,no_soundcloud_link,2026-07-11T09:17:17+00:00
Lakuti,https://www.wholefestival.com/lineup,"Lakuti’s passion for music extends far beyond the dancefloor, both musically and politically. A DJ and musician first and foremost, the Panorama Bar resident is also a curator, producer, Uzuri artist agency and label head, and a respected educator and voice within the scene. Born and raised in Soweto, South Africa, Lakuti’s early influences came from her family’s rich record collection, spanning soul, funk, disco, jazz and South African sounds. Her taste soon expanded through Johannesburg’s club culture, where sounds from New York, Chicago and Detroit left a lasting impact. Now based in Berlin, Lakuti is an internationally respected DJ, playing clubs, festivals and arts spaces worldwide, while holding a long-standing presence at Berghain/Panorama Bar. Alongside Tama Sumo, she co-founded Bring Down the Walls and Your Love, celebrating Black and LGBTIQ+ communities on and beyond the dancefloor. Photographer: Alison Miller",https://soundcloud.com/lakuti,https://soundcloud.com/lakuti,https://www.instagram.com/lakuti_/?hl=en;https://open.spotify.com/artist/6YTwJROJXCe4fv75OUghJZ;https://soundcloud.com/lakuti,https://soundcloud.com/lakuti,5125,"Dj , Promoter , Founder of Uzuri Recordings + Uzuri artist Bookings & Management as well as Co founder alongside Tama Sumo of Bring Down The walls .",https://i1.sndcdn.com/avatars-000308950509-5hlzgf-large.jpg,disco; funk; soul,ok,2026-07-11T09:17:17+00:00
